E,flux_spectrum,lambda_B,lambda_hep
9.2228,509375.95748000004,0.096878368,0.097021
9.2416,507161.38951999997,0.096456496,0.097054
9.2604,504946.7979199999,0.09603462399999999,0.097084
9.2792,502732.1984400001,0.09561275200000002,0.097113
9.2979,500529.37208,0.095193124,0.097141
9.3167,498275.29520999995,0.09476373699999999,0.097167
9.3355,496016.24921000004,0.09433340500000001,0.097192
9.3543,493757.18745,0.093903073,0.097215
9.3731,491498.11780999997,0.09347274099999998,0.097237
9.3919,489239.04029000003,0.093042409,0.097258
9.4106,486969.6963799999,0.09261012599999999,0.097276
9.4294,484671.11522000015,0.09217227400000003,0.097294
9.4482,482372.51830000005,0.09173442200000001,0.09731
9.467,480073.90562,0.09129657,0.097324
9.4858,477775.28506000014,0.09085871800000002,0.097337
9.5046,475467.47962000006,0.090419118,0.097349
9.5234,473131.3294199999,0.08997412199999999,0.097359
9.5421,470807.5902100001,0.08953149300000002,0.097367
9.5609,468471.41637,0.089086497,0.097374
9.5797,466135.23464999994,0.08864150099999998,0.09738
9.5985,463799.03717,0.08819650500000001,0.097384
9.6173,461431.03517999995,0.08774545399999999,0.097386
9.6361,459060.2690599999,0.08729387799999998,0.097387
9.6548,456702.10556,0.086844704,0.097387
9.6736,454331.31579999987,0.08639312799999997,0.097385
9.6924,451960.51816000004,0.085941552,0.097382
9.7112,449572.65275999997,0.085486728,0.097377
9.73,447173.2084799999,0.08502969999999999,0.097371
9.7488,444773.7484400001,0.08457267200000002,0.097363
9.7675,442387.04326999997,0.084118075,0.097354
9.7863,439987.55959,0.083661047,0.097343
9.8051,437580.57103000017,0.08320259100000003,0.097331
9.8239,435153.4277100001,0.08274029900000002,0.097317
9.8427,432726.27651000005,0.082278007,0.097302
9.8615,430299.10955000017,0.08181571500000002,0.097285
9.8802,427884.84446000005,0.081355882,0.097267
9.899,425457.6617400001,0.08089359000000003,0.097248
9.9178,423008.9697600001,0.08042720400000002,0.097227
9.9366,420559.05452,0.079960588,0.097204
9.9554,418109.13140000013,0.07949397200000002,0.09718
9.9742,415659.19252000004,0.079027356,0.097154
9.9929,413222.28413999995,0.07856322199999999,0.097128
10.012,410720.6301199999,0.07808675999999999,0.097099
10.031,408224.6487199999,0.07761137999999998,0.097069
10.049,405860.01444000006,0.07716102000000001,0.097038
10.068,403364.00940000004,0.07668564000000001,0.097005
10.087,400867.99648,0.07621026,0.096971
10.106,398367.2428,0.07573398,0.096935
10.124,395988.37835999986,0.07528091999999997,0.096897
10.143,393477.3714199998,0.07480268999999996,0.096859
10.162,390966.3408399998,0.07432445999999997,0.096818
10.181,388455.31026,0.07384623,0.096777
10.2,385944.26391999994,0.07336799999999999,0.096734
10.218,383552.1143199999,0.07291241999999998,0.096689
10.237,381027.07933999994,0.07243152999999998,0.096643
10.256,378502.02859999996,0.07195064,0.096595
10.275,375976.96998,0.07146975,0.096546
10.293,373584.78098000016,0.07101417000000003,0.096496
10.312,371054.6587200001,0.07053232000000002,0.096444
10.331,368521.5885800001,0.07004991000000002,0.096391
10.35,365988.5026800001,0.06956750000000002,0.096336
10.369,363455.4010200001,0.06908509000000002,0.096279
10.387,361055.59686,0.06862807,0.096222
10.406,358520.89655999996,0.06814535999999999,0.096162
10.425,355982.78375999996,0.06766199999999999,0.096102
10.444,353444.6551999999,0.06717863999999998,0.09604
10.463,350906.51088000013,0.06669528000000002,0.095976
10.481,348501.91868000006,0.06623736000000001,0.095911
10.5,345963.75860000006,0.065754,0.095845
10.519,343424.58526,0.06527045000000001,0.095777
10.538,340885.39616,0.0647869,0.095707
10.556,338479.81956000015,0.06432880000000002,0.095637
10.575,335940.6068200001,0.06384525000000002,0.095564
10.594,333401.39408000006,0.0633617,0.095491
10.613,330864.21307999996,0.06287854,0.095416
10.632,328327.96132,0.062395559999999996,0.095339
10.65,325925.1566799999,0.06193799999999998,0.095261
10.669,323388.88915999985,0.06145501999999997,0.095182
10.688,320852.6058799998,0.060972039999999963,0.095101
10.707,318318.5197199998,0.060489479999999964,0.095019
10.726,315788.1977999998,0.060007639999999966,0.094935
10.744,313391.00800000003,0.059551160000000006,0.09485
10.763,310860.66244000004,0.05906932000000001,0.094763
10.782,308330.30900000007,0.05858748000000001,0.094675
10.801,305800.5251800001,0.05810575000000002,0.094586
10.819,303413.68309999997,0.057651249999999994,0.094495
10.838,300894.2706400002,0.057171500000000035,0.094403
10.857,298374.8424200002,0.056691750000000034,0.094309
10.876,295855.4063200001,0.056212000000000026,0.094214
10.895,293335.96234000014,0.055732250000000025,0.094118
10.913,290958.6201,0.05527957,0.09402
10.932,288453.11747999996,0.054802479999999994,0.093921
10.951,285947.5991,0.054325389999999994,0.09382
10.97,283442.07284,0.05384829999999999,0.093718
10.988,281068.36620000005,0.05339632000000001,0.093615
11.007,278569.4313,0.05292049,0.09351
11.026,276081.82064,0.05244682,0.093403
11.045,273594.20998,0.051973149999999996,0.093296
11.064,271106.5835599999,0.051499479999999986,0.093187
11.082,268749.8238799998,0.05105073999999997,0.093076
11.101,266263.3366999998,0.05057728999999996,0.092965
11.12,263797.61588,0.0501078,0.092851
11.139,261331.89506,0.04963831,0.092737
11.158,258866.15847999995,0.049168819999999995,0.092621
11.176,256530.14151999992,0.04872403999999998,0.092504
11.195,254064.3812999999,0.04825454999999998,0.092385
11.214,251617.72319999986,0.047788699999999976,0.092265
11.233,249177.88221999988,0.04732414999999998,0.092144
11.251,246866.38798000003,0.04688405000000001,0.092021
11.27,244426.52336000008,0.046419500000000016,0.091897
11.289,241986.6429800001,0.04595495000000002,0.091771
11.308,239559.3626000001,0.04549280000000002,0.091645
11.327,237149.38358000008,0.04503395000000002,0.091516
11.345,234866.19206,0.04459925,0.091387
11.364,232456.19727999996,0.044140399999999996,0.091256
11.383,230046.1946200002,0.043681550000000034,0.091124
11.402,227639.64120000016,0.04322336000000003,0.09099
11.421,225262.54028000013,0.04277078000000002,0.090856
11.439,223010.47072000004,0.04234202000000001,0.090719
11.458,220633.34616,0.04188944,0.090582
11.477,218256.20583999998,0.04143686,0.090443
11.496,215879.05763999996,0.04098427999999999,0.090303
11.514,213654.87868000008,0.040560840000000015,0.090161
11.533,211315.61972000005,0.04011548000000001,0.090019
11.552,208976.34500000006,0.03967012000000001,0.089875
11.571,206637.05452000003,0.039224760000000004,0.089729
11.59,204297.75616000002,0.0387794,0.089582
11.608,202098.73779999992,0.03836075999999998,0.089435
11.627,199800.3132999999,0.037923189999999975,0.089285
11.646,197501.88879999984,0.03748561999999997,0.089135
11.665,195203.44854000004,0.037048050000000006,0.088983
11.683,193025.90789999993,0.03663350999999999,0.08883
11.702,190732.16899999988,0.03619683999999998,0.088675
11.721,188478.58471999993,0.035767819999999985,0.088519
11.74,186224.99255999996,0.03533879999999999,0.088362
11.759,183971.39251999996,0.034909779999999994,0.088204
11.777,181836.32172000015,0.03450334000000003,0.088044
11.796,179582.70592000015,0.034074320000000026,0.087884
11.815,177366.87436000013,0.03365250000000003,0.087722
11.834,175161.10704000012,0.03323260000000002,0.087558
11.853,172955.3397200001,0.03281270000000002,0.087394
11.871,170865.58164000002,0.0324149,0.087228
11.89,168659.79067999998,0.031994999999999996,0.087061
11.909,166478.56183999998,0.031579779999999995,0.086893
11.928,164324.61723999996,0.03116975999999999,0.086723
11.946,162283.95976000006,0.03078132000000001,0.086552
11.965,160129.99940000003,0.030371300000000007,0.08638
11.984,157976.03116000004,0.029961280000000003,0.086207
12.003,155831.03254,0.029552969999999998,0.086033
12.022,153733.89815999998,0.029153779999999994,0.085857
12.04,151747.05840000007,0.028775600000000016,0.08568
12.059,149649.90826000005,0.02837641000000001,0.085502
12.078,147552.75024000002,0.027977220000000007,0.085323
12.097,145455.57646000004,0.027578030000000003,0.085142
12.116,143407.1148,0.02718812,0.08496
12.134,141475.0456399999,0.026820379999999984,0.084778
12.153,139435.6953399999,0.02643220999999998,0.084593
12.172,137396.34503999987,0.026044039999999977,0.084408
12.191,135356.98685999986,0.025655869999999973,0.084222
12.209,133455.11041999998,0.025293889999999996,0.084034
12.228,131479.57648,0.02491788,0.083846
12.247,129504.02678000001,0.024541870000000004,0.083656
12.266,127528.46132000003,0.024165860000000004,0.083464
12.285,125552.89586000003,0.023789850000000008,0.083272
12.303,123691.45751999998,0.023435579999999998,0.083079
12.322,121780.70592000015,0.023071920000000027,0.082884
12.341,119869.95432000014,0.022708260000000025,0.082689
12.36,117959.18696000011,0.02234460000000002,0.082492
12.378,116148.89672000003,0.022000080000000005,0.082294
12.397,114238.11360000001,0.021636420000000003,0.082095
12.416,112386.12259999999,0.021283959999999998,0.081895
12.435,110545.14871999998,0.020933599999999997,0.081694
12.454,108704.15907999997,0.020583239999999992,0.081491
12.472,106959.97944000005,0.02025132000000001,0.081288
12.491,105118.97404000003,0.019900960000000006,0.081083
12.51,103315.76076000002,0.019557800000000004,0.080877
12.529,101546.56747999998,0.019221119999999998,0.080671
12.548,99777.35843999997,0.018884439999999995,0.080463
12.566,98101.1715199999,0.01856547999999998,0.080254
12.585,96331.94671999989,0.01822879999999998,0.080044
12.604,94578.46404000004,0.017895120000000007,0.079833
12.623,92884.03598000002,0.017572690000000002,0.079621
12.641,91278.68465999994,0.01726722999999999,0.079407
12.66,89584.24083999994,0.01694479999999999,0.079193
12.679,87889.78913999992,0.016622369999999984,0.078978
12.698,86195.32167999989,0.01629993999999998,0.078761
12.717,84570.46921999993,0.015990769999999984,0.078544
12.735,83038.79638000003,0.015699350000000004,0.078326
12.754,81422.11028000004,0.015391740000000008,0.078106
12.773,79805.42418000006,0.01508413000000001,0.077886
12.792,78188.72232000007,0.014776520000000013,0.077664
12.811,76619.37546000007,0.014477930000000012,0.077442
12.829,75165.14534,0.01420127,0.077218
12.848,73630.22271999998,0.013909239999999996,0.076994
12.867,72095.28433999997,0.013617209999999994,0.076768
12.886,70560.3459600001,0.013325180000000018,0.076542
12.904,69123.30432000002,0.013051800000000006,0.076314
12.923,67670.14518,0.012775350000000003,0.076086
12.942,66216.97028000001,0.0124989,0.075856
12.961,64763.79537999999,0.012222449999999998,0.075626
12.98,63310.612599999964,0.011945999999999993,0.075395
12.998,61933.80944000005,0.011684100000000008,0.075163
13.017,60557.35802000002,0.011422270000000005,0.074929
13.036,59189.93660000001,0.011162160000000003,0.074695
13.055,57822.5073,0.01090205,0.07446
13.073,56526.94261999995,0.01065562999999999,0.074224
13.092,55159.49755999994,0.010395519999999988,0.073987
13.111,53842.86461999993,0.010145089999999987,0.073749
13.13,52563.191679999916,0.009901699999999984,0.073511
13.149,51283.50298000003,0.009658310000000005,0.073271
13.167,50071.058899999975,0.009427729999999995,0.07303
13.186,48791.36231999996,0.009184339999999992,0.072789
13.205,47535.02035999996,0.008945399999999992,0.072547
13.224,46344.077639999974,0.008718919999999995,0.072303
13.243,45153.134919999975,0.008492439999999995,0.072059
13.261,44024.76432000006,0.008277880000000012,0.071814
13.28,42833.81372000007,0.008051400000000014,0.071569
13.299,41642.84736000007,0.007824920000000015,0.071322
13.318,40537.87600000006,0.007614820000000012,0.071075
13.336,39495.46888000002,0.007416640000000004,0.070826
13.355,38395.25926000001,0.0072074500000000015,0.070577
13.374,37295.04176,0.006998259999999999,0.070327
13.393,36194.81637999999,0.006789069999999997,0.070076
13.412,35152.55099999997,0.006590919999999995,0.069825
13.43,34197.05236000003,0.006409300000000006,0.069572
13.449,33188.581220000015,0.006217590000000004,0.069319
13.468,32180.10220000001,0.006025880000000002,0.069065
13.487,31171.615299999998,0.00583417,0.06881
13.506,30192.423399999992,0.005648039999999998,0.068555
13.524,29324.77824000004,0.005483160000000008,0.068298
13.543,28409.04308000003,0.005309120000000006,0.068041
13.562,27493.30004000002,0.005135080000000004,0.067783
13.581,26577.55700000001,0.004961040000000002,0.067525
13.599,25709.888199999972,0.004796159999999995,0.067265
13.618,24882.959399999967,0.004639039999999994,0.067005
13.637,24060.96559999996,0.004482859999999992,0.066745
13.656,23238.956039999954,0.004326679999999991,0.066483
13.675,22416.946479999937,0.0041704999999999885,0.066221
13.693,21638.084039999983,0.004022539999999997,0.065958
13.712,20875.27871999999,0.0038776399999999977,0.065694
13.731,20147.018399999997,0.003739319999999999,0.06543
13.75,19418.7502,0.003601,0.065165
13.768,18728.694119999982,0.0034699599999999968,0.064899
13.787,18000.41803999999,0.003331639999999998,0.064633
13.806,17301.429080000053,0.00319890000000001,0.064366
13.825,16665.904740000045,0.0030782500000000085,0.064098
13.844,16030.380400000038,0.0029576000000000073,0.06383
13.862,15428.185680000013,0.0028433000000000026,0.063561
13.881,14792.645580000006,0.002722650000000001,0.063291
13.9,14157.105479999998,0.0026019999999999997,0.063021
13.919,13612.329999999993,0.0024986399999999986,0.06275
13.938,13067.546639999988,0.002395279999999998,0.062478
13.956,12551.323280000017,0.0022973600000000035,0.062206
13.975,12006.539920000012,0.0021940000000000024,0.061934
13.994,11461.740800000007,0.0020906400000000012,0.06166
14.013,10977.001680000001,0.0019987200000000003,0.061386
14.031,10543.922559999983,0.0019166399999999968,0.061112
14.05,10086.895559999979,0.001829999999999996,0.060837
14.069,9629.868559999974,0.001743359999999995,0.060562
14.088,9172.825800000011,0.0016567200000000024,0.060285
14.107,8745.925920000005,0.0015758200000000012,0.060009
14.125,8390.31315999999,0.0015084999999999983,0.059732
14.144,8015.057519999988,0.0014374399999999977,0.059454
14.163,7639.801879999984,0.001366379999999997,0.059176
14.182,7264.53835999998,0.001295319999999996,0.058897
14.201,6893.21233999998,0.0012250099999999962,0.058618
14.219,6608.450940000002,0.0011711900000000003,0.058338
14.238,6307.992040000004,0.0011143800000000008,0.058058
14.257,6007.525260000006,0.0010575700000000012,0.057777
14.276,5707.058480000008,0.0010007600000000016,0.057496
14.294,5422.289200000002,0.0009469400000000005,0.057215
14.313,5165.486660000001,0.0008984500000000002,0.056932
14.332,4928.851999999998,0.0008537999999999996,0.05665
14.351,4692.2094599999955,0.0008091499999999991,0.056367
14.37,4455.566920000016,0.0007645000000000029,0.056084
14.388,4231.254000000006,0.0007222000000000012,0.0558
14.407,4014.448580000003,0.0006813300000000005,0.055516
14.426,3831.655280000001,0.0006469400000000001,0.055231
14.445,3648.8619799999988,0.0006125499999999998,0.054946
14.463,3475.571180000009,0.0005799700000000017,0.054661
14.482,3292.770000000007,0.0005455800000000013,0.054375
14.501,3112.278820000004,0.0005116300000000008,0.054089
14.52,2973.367640000002,0.0004856000000000005,0.053803
14.539,2834.4485800000007,0.0004595700000000002,0.053516
14.557,2702.7220199999956,0.0004349099999999992,0.053229
14.576,2563.7950799999944,0.00040887999999999894,0.052941
14.595,2424.8681399999928,0.0003828499999999986,0.052653
14.614,2310.9311999999936,0.00036157999999999877,0.052365
14.633,2205.919260000002,0.0003420100000000004,0.052077
14.651,2106.306939999998,0.00032346999999999964,0.051788
14.67,2001.2871199999972,0.00030389999999999947,0.051499
14.689,1896.2672999999963,0.0002843299999999993,0.05121
14.708,1802.1595999999968,0.0002668399999999994,0.05092
14.726,1727.1172799999954,0.0002529799999999991,0.050631
14.745,1648.024580000003,0.00023835000000000056,0.050341
14.764,1568.9240000000036,0.00022372000000000068,0.05005
14.783,1489.8313000000041,0.00020909000000000078,0.04976
14.802,1412.9357200000034,0.00019488000000000063,0.049469
14.82,1357.722640000001,0.0001848000000000002,0.049178
14.839,1299.5695600000006,0.0001741600000000001,0.048887
14.858,1241.41648,0.00016352,0.048596
14.877,1183.2555199999993,0.00015287999999999988,0.048304
14.895,1128.0345600000023,0.00014280000000000046,0.048012
14.914,1080.8986000000014,0.00013426000000000025,0.04772
14.933,1037.700140000001,0.0001264700000000002,0.047428
14.952,994.5016800000005,0.0001186800000000001,0.047136
14.971,951.3032200000001,0.00011089000000000002,0.046844
14.989,910.2493799999986,0.00010350999999999972,0.046551
15.008,871.6709200000014,9.660000000000026e-05,0.046259
15.027,839.4370800000011,9.09000000000002e-05,0.045966
15.046,807.2032400000007,8.520000000000015e-05,0.045673
15.065,774.9772800000005,7.950000000000009e-05,0.045381
15.083,744.3184399999993,7.409999999999986e-05,0.045088
15.102,712.9167199999993,6.855999999999986e-05,0.044794
15.121,688.662879999999,6.437999999999981e-05,0.044501
15.14,664.4090399999988,6.019999999999977e-05,0.044208
15.158,641.3102,5.624e-05,0.043915
15.177,617.0563599999997,5.2059999999999945e-05,0.043622
15.196,592.8025199999995,4.78799999999999e-05,0.043329
15.215,548.8532999999991,3.994999999999983e-05,0.043035
15.234,499.66195999999945,3.1019999999999896e-05,0.042742
15.252,452.93811999999843,2.2559999999999696e-05,0.042449
15.271,403.73889999999875,1.3629999999999766e-05,0.042155
15.29,354.5475600000035,4.700000000000663e-06,0.041862
15.309,327.56372,0.0,0.041569
15.328,325.25488,0.0,0.041276
15.346,322.94604,0.0,0.040983
15.365,320.63719999999995,0.0,0.04069
15.384,318.32836000000003,0.0,0.040397
15.403,316.01952,0.0,0.040104
15.421,313.71067999999997,0.0,0.039811
15.44,311.40972,0.0,0.039519
15.459,309.10087999999996,0.0,0.039226
15.478,306.79992000000004,0.0,0.038934
15.497,304.49896,0.0,0.038642
15.515,302.19012000000004,0.0,0.038349
15.534,299.89704,0.0,0.038058
15.553,297.59608000000003,0.0,0.037766
15.572,295.29512,0.0,0.037474
15.59,293.00204,0.0,0.037183
15.609,290.70896,0.0,0.036892
15.628,288.41588,0.0,0.036601
15.647,286.12280000000004,0.0,0.03631
15.666,283.82972,0.0,0.036019
15.684,281.54452,0.0,0.035729
15.703,279.25932,0.0,0.035439
15.722,276.97411999999997,0.0,0.035149
15.741,274.6968,0.0,0.03486
15.76,272.41947999999996,0.0,0.034571
15.778,270.14216,0.0,0.034282
15.797,267.86484,0.0,0.033993
15.816,265.5954,0.0,0.033705
15.835,263.32596,0.0,0.033417
15.853,261.05652,0.0,0.033129
15.872,258.79496,0.0,0.032842
15.891,256.53340000000003,0.0,0.032555
15.91,254.27972,0.0,0.032269
15.929,252.02604,0.0,0.031983
15.947,249.77236000000002,0.0,0.031697
15.966,247.52656000000002,0.0,0.031412
15.985,245.28076,0.0,0.031127
16.004,243.04283999999998,0.0,0.030843
16.023,240.80491999999998,0.0,0.030559
16.041,238.567,0.0,0.030275
16.06,236.33696,0.0,0.029992
16.079,234.1148,0.0,0.02971
16.098,231.89264,0.0,0.029428
16.116,229.67048,0.0,0.029146
16.135,227.4562,0.0,0.028865
16.154,225.24192,0.0,0.028584
16.173,223.03552,0.0,0.028304
16.192,220.83700000000002,0.0,0.028025
16.21,218.63848,0.0,0.027746
16.229,216.44783999999999,0.0,0.027468
16.248,214.25719999999998,0.0,0.02719
16.267,212.07443999999998,0.0,0.026913
16.285,209.89168,0.0,0.026636
16.304,207.7168,0.0,0.02636
16.323,205.5498,0.0,0.026085
16.342,203.3828,0.0,0.02581
16.361,201.23156,0.0,0.025537
16.379,199.07244,0.0,0.025263
16.398,196.92908,0.0,0.024991
16.417,194.78572,0.0,0.024719
16.436,192.64236,0.0,0.024447
16.455,190.51476,0.0,0.024177
16.473,188.38716000000002,0.0,0.023907
16.492,186.26744,0.0,0.023638
16.511,184.1556,0.0,0.02337
16.53,182.04376000000002,0.0,0.023102
16.548,179.93980000000002,0.0,0.022835
16.567,177.84372,0.0,0.022569
16.586,175.75552000000002,0.0,0.022304
16.605,173.67520000000002,0.0,0.02204
16.624,171.59488,0.0,0.021776
16.642,169.53032,0.0,0.021514
16.661,167.46576,0.0,0.021252
16.68,165.40908,0.0,0.020991
16.699,163.36028,0.0,0.020731
16.718,161.31148,0.0,0.020471
16.736,159.27844,0.0,0.020213
16.755,157.25328000000002,0.0,0.019956
16.774,155.22812000000002,0.0,0.019699
16.793,153.21872,0.0,0.019444
16.811,151.20932000000002,0.0,0.019189
16.83,149.21568000000002,0.0,0.018936
16.849,147.22204000000002,0.0,0.018683
16.868,145.23628,0.0,0.018431
16.887,143.26628,0.0,0.018181
16.905,141.29628,0.0,0.017931
16.924,139.33416,0.0,0.017682
16.943,137.3878,0.0,0.017435
16.962,135.44144,0.0,0.017188
16.98,133.51084,0.0,0.016943
16.999,131.58024,0.0,0.016698
17.018,129.6654,0.0,0.016455
17.037,127.75844000000001,0.0,0.016213
17.056,125.85936,0.0,0.015972
17.074,123.96816,0.0,0.015732
17.093,122.08484,0.0,0.015493
17.112,120.21728,0.0,0.015256
17.131,118.34971999999999,0.0,0.015019
17.15,116.49792000000001,0.0,0.014784
17.168,114.654,0.0,0.01455
17.187,112.81796,0.0,0.014317
17.206,110.9898,0.0,0.014085
17.225,109.17739999999999,0.0,0.013855
17.243,107.37288,0.0,0.013626
17.262,105.57624,0.0,0.013398
17.281,103.79536,0.0,0.013172
17.3,102.01447999999999,0.0,0.012946
17.319,100.24936000000001,0.0,0.012722
17.337,98.5,0.0,0.0125
17.356,96.75064,0.0,0.012278
17.375,95.01704,0.0,0.012058
17.394,93.2992,0.0,0.01184
17.413,91.58136,0.0,0.011622
17.431,89.88716000000001,0.0,0.011407
17.45,88.19296,0.0,0.011192
17.469,86.51451999999999,0.0,0.010979
17.488,84.85184,0.0,0.010768
17.506,83.18916,0.0,0.010557
17.525,81.55012,0.0,0.010349
17.544,79.91108000000001,0.0,0.010141
17.563,78.29252799999999,0.0,0.0099356
17.582,76.683432,0.0,0.0097314
17.6,75.085368,0.0,0.0095286
17.619,73.499912,0.0,0.0093274
17.638,71.926276,0.0,0.0091277
17.657,70.365248,0.0,0.0089296
17.675,68.81604,0.0,0.008733
17.694,67.27944000000001,0.0,0.008538
17.713,65.755448,0.0,0.0083446
17.732,64.244064,0.0,0.0081528
17.751,62.745288,0.0,0.0079626
17.769,61.259908,0.0,0.0077741
17.788,59.787136,0.0,0.0075872
17.807,58.32776,0.0,0.007402
17.826,56.880992,0.0,0.0072184
17.845,55.448408,0.0,0.0070366
17.863,54.028432,0.0,0.0068564
17.882,52.62264,0.0,0.006678
17.901,51.229456000000006,0.0,0.0065012
17.92,49.851244,0.0,0.0063263
17.938,48.48564,0.0,0.006153
17.957,47.135008,0.0,0.0059816
17.976,45.797772,0.0,0.0058119
17.995,44.47472,0.0,0.005644
18.014,43.16664,0.0,0.005478
18.032,41.871956000000004,0.0,0.0053137
18.051,40.592244,0.0,0.0051513
18.07,39.326716,0.0,0.0049907
18.089,38.07616,0.0,0.004832
18.108,36.840576,0.0,0.0046752
18.126,35.619176,0.0,0.0045202
18.145,34.412748,0.0,0.0043671
18.164,33.22208,0.0,0.004216
18.183,32.045596,0.0,0.0040667
18.201,30.884083999999998,0.0,0.0039193
18.22,29.738332,0.0,0.0037739
18.239,28.607552000000002,0.0,0.0036304
18.258,27.492532,0.0,0.0034889
18.277,26.392484,0.0,0.0033493
18.295,25.308196,0.0,0.0032117
18.314,24.23888,0.0,0.003076
18.333,23.185324,0.0,0.0029423
18.352,22.147527999999998,0.0,0.0028106
18.37,21.124704,0.0,0.0026808
18.389,20.11764,0.0,0.002553
18.408,19.125548000000002,0.0,0.0024271
18.427,18.149216,0.0,0.0023032
18.446,17.187856,0.0,0.0021812
18.464,16.240679999999998,0.0,0.002061
18.483,15.309263999999999,0.0,0.0019428
18.502,14.392032,0.0,0.0018264
18.521,13.489771999999999,0.0,0.0017119
18.54,12.60012,0.0,0.001599
18.558,11.723864,0.0,0.0014878
18.577,10.859428,0.0,0.0013781
18.596,10.006812,0.0,0.0012699
18.615,9.163651999999999,0.0,0.0011629
18.633,8.327584000000002,0.0,0.0010568
18.652,7.496638,0.0,0.00095135
18.671,6.6664012,0.0,0.00084599
18.69,5.830806,0.0,0.00073995
18.709,4.9798447999999995,0.0,0.00063196
18.727,4.0962604,0.0,0.00051983
18.746,3.1441988,0.0,0.00039901
18.765,2.0282332,0.0,0.00025739
18.784,0.0,0.0,0.0
