energy,sigma_m2,results,lambda,error1,error2,rate,T_e
8.04,5.3144996084503575e-34,0.2514636274349756,0.1193588,0.1189033,0.1196206,20.73121426818007,8.04
8.06,5.331953411912735e-34,0.2514509627807562,0.1190483,0.1185662,0.1193382,20.744147318502527,8.06
8.08,5.349403483123296e-34,0.2514509527945245,0.1187371,0.1182253,0.1190541,20.757632574088333,8.08
8.1,5.366849816200947e-34,0.2514465218000352,0.1184222,0.1178805,0.1187677,20.76973429942255,8.1
8.12,5.384292405646185e-34,0.2514303664693094,0.1181034,0.1175315,0.1184776,20.779806872809804,8.12
8.14,5.401731246333427e-34,0.2514228438312997,0.1177802,0.117178,0.1181837,20.789437348513808,8.14
8.16,5.41916633350282e-34,0.2514241920992129,0.1174543,0.116825,0.1178849,20.798940208451384,8.16
8.18,5.4365976627520245e-34,0.2514133923416081,0.1171272,0.1164684,0.1175856,20.806838892276218,8.18
8.2,5.4540252300291785e-34,0.2513990581758333,0.1167964,0.1161079,0.1172835,20.813397890486005,8.2
8.22,5.4714490316249875e-34,0.2513990452040555,0.1164619,0.1157433,0.1169778,20.820089588742047,8.22
8.24,5.488869064165107e-34,0.2513952376135334,0.1161228,0.1153749,0.1166682,20.825246816331823,8.24
8.26,5.506285324603544e-34,0.2513788505428541,0.115782,0.1150066,0.1163536,20.828655462646303,8.26
8.28,5.523697810214967e-34,0.2513747364621237,0.1154396,0.1146348,0.1160397,20.832389828363475,8.28
8.3,5.541106518587985e-34,0.2513752079058146,0.1150936,0.1142592,0.1157223,20.83544867708501,8.3
8.32,5.5585114476180885e-34,0.2513596152367935,0.1147438,0.1138794,0.1154014,20.83607810447622,8.32
8.34,5.575912595501479e-34,0.2513520972862684,0.1143894,0.1134968,0.1150766,20.836126898075246,8.34
8.36,5.593309960727877e-34,0.2513544472539601,0.1140345,0.1131139,0.1147475,20.83648531671242,8.36
8.38,5.61070354207425e-34,0.2513404593050827,0.1136773,0.1127274,0.1144186,20.834650393422027,8.38
8.4,5.628093338598857e-34,0.251331233153005,0.1133166,0.1123373,0.1140864,20.832146915815514,8.4
8.42,5.6454793496346025e-34,0.2513339590298417,0.1129522,0.1119429,0.1137506,20.82952808523617,8.42
8.44,5.662861574783037e-34,0.2513209129388326,0.112583,0.1115468,0.113411,20.82428660950635,8.44
8.46,5.680240013908749e-34,0.2513113478603596,0.1122146,0.1111498,0.1130677,20.819049269372893,8.46
8.48,5.697614667132936e-34,0.2513144950624496,0.1118432,0.1107493,0.1127245,20.813874796814055,8.48
8.5,5.714985534828128e-34,0.2513002453827901,0.1114684,0.1103453,0.1123779,20.806189827550956,8.5
8.52,5.732352617612469e-34,0.2512929131386635,0.11109,0.1099369,0.112028,20.797965155890246,8.52
8.54,5.7497159163439845e-34,0.2512954360907434,0.1107069,0.1095279,0.1116742,20.789230741162893,8.54
8.56,5.7670754321154366e-34,0.2512795361876822,0.1103251,0.1091175,0.1113174,20.77876945135576,8.56
8.58,5.784431166249022e-34,0.2512762903009227,0.10994,0.1087037,0.1109603,20.76828537571481,8.58
8.6,5.801783120290925e-34,0.2512757353317755,0.1095517,0.1082865,0.1106,20.756967481943875,8.6
8.62,5.8191312960063905e-34,0.2512592522026274,0.1091597,0.1078646,0.1102364,20.743177972070868,8.62
8.64,5.836475695374677e-34,0.2512608939377693,0.1087639,0.1074437,0.1098689,20.72970371178645,8.64
8.66,5.853816320584393e-34,0.251254402691979,0.108369,0.1070203,0.1094992,20.715269060829495,8.66
8.68,5.871153174028167e-34,0.2512411610177202,0.1079709,0.1065938,0.1091289,20.699204969436696,8.68
8.7,5.888486258298355e-34,0.2512458460275511,0.1075696,0.1061639,0.1087553,20.683539052572055,8.7
8.72,5.905815576182338e-34,0.2512317515004027,0.1071646,0.1057292,0.1083785,20.665146824212833,8.72
8.74,5.923141130658022e-34,0.2512270643965043,0.1067566,0.1052966,0.1079978,20.64647806635484,8.74
8.76,5.940462924889379e-34,0.2512274461074784,0.1063491,0.1048611,0.1076159,20.62784850250862,8.76
8.78,5.957780962221396e-34,0.2512110918457724,0.1059387,0.1044224,0.1072328,20.606807955101257,8.78
8.8,5.975095246177352e-34,0.2512151642852055,0.105525,0.1039803,0.1068466,20.586323154739077,8.8
8.82,5.9924057804533085e-34,0.2512042765579239,0.1051079,0.1035342,0.1064572,20.563467216465387,8.82
8.84,6.0097125689139425e-34,0.2511969424925801,0.1046884,0.1030901,0.1060638,20.53994864644896,8.84
8.86,6.027015615589786e-34,0.2511987436534029,0.104269,0.1026431,0.1056703,20.5167104375201,8.86
8.88,6.044314924671916e-34,0.2511825559600505,0.1038466,0.1021931,0.1052749,20.490925886767737,8.88
8.9,6.061610500508956e-34,0.2511869450114806,0.1034212,0.1017398,0.1048767,20.465737721099714,8.9
8.92,6.078902347602341e-34,0.2511753353660866,0.102992,0.1012833,0.1044753,20.437999793250018,8.92
8.94,6.0961904706039916e-34,0.2511702806076034,0.1025618,0.1008283,0.1040695,20.410100996399056,8.94
8.96,6.1134748743111395e-34,0.2511701165653519,0.1021309,0.1003704,0.1036652,20.381962526667238,8.96
8.98,6.130755563664322e-34,0.2511550885550914,0.1016973,0.0999097,0.1032583,20.351580700848185,8.98
9.0,6.148032543742139e-34,0.2511609826799902,0.1012606,0.0994457,0.1028486,20.321771727015538,9.0
9.02,6.1653058197590594e-34,0.2511451577322868,0.1008202,0.0989795,0.1024358,20.288957320548533,9.02
9.04,6.182575397061813e-34,0.2511471507365767,0.1003798,0.0985141,0.1020191,20.25707536201001,9.04
9.06,6.199841281125737e-34,0.2511390267796634,0.0999384,0.0980462,0.1016038,20.223667276418062,9.06
9.08,6.2171034775515905e-34,0.251131888385303,0.0994943,0.0975754,0.101186,20.18928319810202,9.08
9.1,6.2343619920628e-34,0.251132757976175,0.0990473,0.0971012,0.1007653,20.154441317426674,9.1
9.12,6.2516168305018595e-34,0.2511184255915454,0.0985961,0.0966259,0.1003415,20.117008951061383,9.12
9.14,6.268867998827588e-34,0.2511240193244916,0.0981466,0.096151,0.0999145,20.081001993233336,9.14
9.16,6.286115503111869e-34,0.2511080009397244,0.0976952,0.0956737,0.0994888,20.042360734774686,9.16
9.18,6.3033593495371116e-34,0.2511127050969703,0.0972412,0.0951935,0.0990604,20.004320484741925,9.18
9.2,6.3205995443928094e-34,0.2511000267369667,0.0967843,0.0947098,0.0986293,19.963776021970038,9.2
9.22,6.337836094072838e-34,0.2510998990974019,0.0963235,0.0942265,0.0981952,19.922899185732224,9.22
9.24,6.355069005073325e-34,0.2510933299419461,0.0958651,0.0937428,0.0977586,19.881480311699598,9.24
9.26,6.3722982839891025e-34,0.2510868934223328,0.0954043,0.0932568,0.097323,19.839048104017888,9.26
9.28,6.38952393751156e-34,0.2510861485007335,0.094941,0.0927681,0.0968849,19.796016138364788,9.28
9.3,6.4067459724257465e-34,0.251074627957961,0.0944749,0.0922755,0.0964443,19.751019339565183,9.3
9.32,6.4239643956078145e-34,0.2510783147376865,0.0940056,0.0917851,0.0960005,19.706014447365888,9.32
9.34,6.441179214023225e-34,0.2510637192975697,0.0935384,0.0912934,0.0955552,19.659479659992332,9.34
9.36,6.4583904347227125e-34,0.2510695569521836,0.0930689,0.0907995,0.0951103,19.61352594885514,9.36
9.38,6.475598064841565e-34,0.2510537430035842,0.0925971,0.0903029,0.0946631,19.564858522032498,9.38
9.4,6.492802111596477e-34,0.2510602602160158,0.0921224,0.0898024,0.0942134,19.516778173955018,9.4
9.42,6.510002582282977e-34,0.2510446883001329,0.0916454,0.0893054,0.0937605,19.46595027931893,9.42
9.44,6.5271994842736546e-34,0.2510505445277949,0.0911702,0.0888065,0.0933071,19.41662316566541,9.44
9.46,6.544392825015739e-34,0.2510357734179371,0.0906928,0.0883053,0.0928536,19.364688946958562,9.46
9.48,6.561582612028921e-34,0.2510406292753858,0.0902131,0.0878017,0.0923978,19.313232276507097,9.48
9.5,6.578768852903126e-34,0.2510271859767793,0.0897307,0.0872949,0.0919397,19.259241631484368,9.5
9.52,6.595951555296715e-34,0.251031156699566,0.0892468,0.0867912,0.0914782,19.20571494203353,9.52
9.54,6.613130726933891e-34,0.2510187280407132,0.0887642,0.0862856,0.0910174,19.15066312119454,9.54
9.56,6.630306375603341e-34,0.2510217259559127,0.0882797,0.085778,0.0905559,19.09582815886787,9.56
9.58,6.647478509155786e-34,0.2510100736373405,0.0877929,0.0852679,0.0900923,19.038828817728938,9.58
9.6,6.664647135502311e-34,0.2510128374971085,0.0873032,0.0847556,0.0896263,18.981738974776682,9.6
9.62,6.6818122626119235e-34,0.2510012066782573,0.0868133,0.084246,0.0891567,18.922960582489928,9.62
9.64,6.6989738985104965e-34,0.2510040105538978,0.0863241,0.0837346,0.0886895,18.864866946925364,9.64
9.66,6.716132051278553e-34,0.2509924161284496,0.085833,0.0832213,0.0882208,18.804719464464746,9.66
9.68,6.7332867290492835e-34,0.2509956904041677,0.0853398,0.0827056,0.0877501,18.74466724265947,9.68
9.7,6.7504379400071314e-34,0.2509834739977824,0.0848436,0.0821886,0.087277,18.682238154807308,9.7
9.72,6.7675856923860556e-34,0.2509876916843654,0.0843484,0.0816739,0.0868006,18.620690338923186,9.72
9.74,6.784729994467515e-34,0.2509744212281079,0.0838533,0.0811575,0.0863271,18.557306046519475,9.74
9.76,6.801870854579329e-34,0.2509799608159843,0.0833563,0.0806392,0.0858518,18.494329845705042,9.76
9.78,6.819008281093155e-34,0.2509654124556696,0.0828573,0.0801184,0.0853746,18.428865823994283,9.78
9.8,6.8361422824243495e-34,0.2509721217631648,0.0823551,0.0795977,0.0848951,18.363684189787822,9.8
9.82,6.853272867029235e-34,0.2509568955562985,0.0818556,0.0790787,0.0844131,18.29693285602328,9.82
9.84,6.8704000434036724e-34,0.2509643020157204,0.0813553,0.0785581,0.0839336,18.231087176819667,9.84
9.86,6.8875238200822655e-34,0.2509487431098278,0.0808532,0.0780358,0.0834524,18.162603104762738,9.86
9.88,6.904644205636213e-34,0.2509556846041204,0.0803493,0.0775108,0.0829693,18.094774725518175,9.88
9.9,6.9217612086723634e-34,0.2509416404909705,0.079842,0.0769873,0.0824841,18.024096075491858,9.9
9.92,6.93887483783131e-34,0.2509463495314463,0.0793387,0.0764647,0.0819971,17.95509706924271,9.92
9.94,6.95598510178656e-34,0.2509356291282422,0.0788339,0.0759407,0.0815122,17.88408499934691,9.94
9.96,6.973092009242849e-34,0.2509361321046507,0.0783275,0.075415,0.0810258,17.812939854515143,9.96
9.98,6.990195568934965e-34,0.2509301629428808,0.0778192,0.0748863,0.0805376,17.740330150549152,9.98
10.0,7.0072957896263815e-34,0.2509257565202959,0.0773085,0.074361,0.0800472,17.6667100013203,10.0
10.02,7.0243926801077656e-34,0.2509253825349139,0.0768014,0.0738357,0.079556,17.59362189590139,10.02
10.04,7.041486249196589e-34,0.2509152294235935,0.0762929,0.0733091,0.0790665,17.518955992183884,10.04
10.06,7.0585765057346495e-34,0.2509200943490515,0.075783,0.0727808,0.0785755,17.444442837665555,10.06
10.08,7.075663458587956e-34,0.2509058222610509,0.0752712,0.0722494,0.0780829,17.367587206400092,10.08
10.1,7.092747116645312e-34,0.2509133973225789,0.0747579,0.0717231,0.0775879,17.29132050776797,10.1
10.12,7.109827488816389e-34,0.2508986169739189,0.0742477,0.0711958,0.0770934,17.21365428554726,10.12
10.14,7.126904584032073e-34,0.2509043998180062,0.0737363,0.0706674,0.0765999,17.13654650766197,10.14
10.16,7.143978411242115e-34,0.2508940788052267,0.0732236,0.0701374,0.0761051,17.057460069342877,10.16
10.18,7.161048979414388e-34,0.2508932674505243,0.0727089,0.0696051,0.0756088,16.977978018293292,10.18
10.2,7.178116297534087e-34,0.2508911035111351,0.0721938,0.0690776,0.0751098,16.89773111034406,10.2
10.22,7.1951803746028246e-34,0.2508817794731082,0.0716814,0.0685492,0.0746128,16.817058190143634,10.22
10.24,7.2122412196367725e-34,0.2508870959801,0.0711678,0.0680197,0.0741162,16.736508019231394,10.24
10.26,7.2292988416671545e-34,0.250872689315094,0.070653,0.0674887,0.0736183,16.653783378808804,10.26
10.28,7.246353249737423e-34,0.250879903802601,0.0701361,0.0669565,0.073119,16.571420194946484,10.28
10.3,7.263404452903827e-34,0.2508675784944339,0.0696202,0.0664286,0.0726167,16.487422732818125,10.3
10.32,7.280452460234312e-34,0.2508694244108573,0.0691062,0.0658999,0.0721182,16.404230288248122,10.32
10.34,7.297497280806447e-34,0.250865188811317,0.0685913,0.0653703,0.0716191,16.319848307579957,10.34
10.36,7.314538923708052e-34,0.2508575831050267,0.0680752,0.0648391,0.0711189,16.23438555580331,10.36
10.38,7.331577398035232e-34,0.2508622988086371,0.0675568,0.0643079,0.0706172,16.14859089141322,10.38
10.4,7.3486127128921e-34,0.2508482168850974,0.0670409,0.0637804,0.0701129,16.061605507638294,10.4
10.42,7.365644877390012e-34,0.2508553244306947,0.0665262,0.0632522,0.069613,15.975687535979521,10.42
10.44,7.3826739006459255e-34,0.2508442351952957,0.0660107,0.0627232,0.0691121,15.887841168650533,10.44
10.46,7.399699791782747e-34,0.2508436086646645,0.065494,0.0621925,0.0686102,15.799792996734482,10.46
10.48,7.416722559927928e-34,0.250843411101176,0.0649747,0.0616633,0.068107,15.710563244256296,10.48
10.5,7.433742214212667e-34,0.2508319031981962,0.06446,0.0611371,0.0676019,15.621161133080669,10.5
10.52,7.450758763771389e-34,0.250839343225636,0.0639454,0.0606104,0.0671009,15.532387138626019,10.52
10.54,7.467772217741106e-34,0.2508260854880088,0.06343,0.0600829,0.066599,15.441561497005246,10.54
10.56,7.484782585259968e-34,0.2508286829486909,0.0629135,0.0595535,0.0660962,15.350869330186358,10.56
10.58,7.501789875467698e-34,0.2508255530766555,0.0623946,0.0590273,0.065592,15.258660837590423,10.58
10.6,7.518794097503918e-34,0.2508162866547317,0.0618813,0.0585032,0.0650871,15.166874576908517,10.6
10.62,7.535795260508487e-34,0.2508230861347783,0.0613675,0.0579786,0.0645856,15.075362710948912,10.62
10.64,7.552793373619546e-34,0.2508095453416626,0.0608531,0.0574534,0.0640835,14.98190754252306,10.64
10.66,7.569788445974022e-34,0.2508130210275333,0.0603376,0.0569257,0.0635805,14.888625093883036,10.66
10.68,7.586780486706485e-34,0.2508095198380507,0.0598206,0.0564038,0.0630761,14.79398046604301,10.68
10.7,7.603769504948656e-34,0.2508003856463605,0.0593089,0.0558825,0.0625721,14.69974339908194,10.7
10.72,7.620755509828883e-34,0.2508073112063529,0.0587968,0.055361,0.062071,14.605776557194302,10.72
10.74,7.637738510471306e-34,0.250794285571644,0.0582841,0.0548388,0.0615694,14.509928016742581,10.74
10.76,7.65471851599556e-34,0.2507966373554954,0.0577704,0.0543143,0.061067,14.414150424211359,10.76
10.78,7.6716955355161175e-34,0.2507951149437072,0.0572564,0.0537968,0.060563,14.317500631258902,10.78
10.8,7.688669578141346e-34,0.2507839816573129,0.0567469,0.0532793,0.0600608,14.22086040657186,10.8
10.82,7.705640652974112e-34,0.2507916954122037,0.0562373,0.0527617,0.0595608,14.12469589331687,10.82
10.84,7.722608769109917e-34,0.2507807287637563,0.0557271,0.0522433,0.0590604,14.02676038618593,10.84
10.86,7.739573935637092e-34,0.2507787159849897,0.0552159,0.0517237,0.0585593,13.928508840576708,10.86
10.88,7.7565361616366e-34,0.2507821975465807,0.0547056,0.0512108,0.0580563,13.83021883079753,10.88
10.9,7.773495456180346e-34,0.2507686915809115,0.0541992,0.0506979,0.0575569,13.73141459967493,10.9
10.92,7.790451828332367e-34,0.2507747031685363,0.0536928,0.0501849,0.0570589,13.633117093976624,10.92
10.94,7.807405287146876e-34,0.2507695344563579,0.0531859,0.0496712,0.0565605,13.53351946098395,10.94
10.96,7.824355841668962e-34,0.2507608770408093,0.0526778,0.0491576,0.0560615,13.432867890303985,10.96
10.98,7.841303500933167e-34,0.2507681301313573,0.0521722,0.0486499,0.0555601,13.333141764968298,10.98
11.0,7.858248273963688e-34,0.2507565719304258,0.0516698,0.0481424,0.0550646,13.232673328266738,11.0
11.02,7.875190169773933e-34,0.2507557402783033,0.0511672,0.0476349,0.0545691,13.13216486775986,11.02
11.04,7.892129197365825e-34,0.2507587738067572,0.0506645,0.0471267,0.0540735,13.031272476002618,11.04
11.06,7.909065365729416e-34,0.2507459188866227,0.05016,0.04662,0.0535772,12.928534743403057,11.06
11.08,7.925998683843013e-34,0.2507508411796144,0.0496601,0.0461183,0.0530792,12.827343513434796,11.08
11.1,7.943110621548075e-34,0.2507478336674251,0.0491624,0.0456171,0.0525872,12.726049774354102,11.1
11.12,7.960039390888806e-34,0.2507374527126119,0.0486647,0.0451158,0.0520952,12.62354166431543,11.12
11.14,7.976965336530142e-34,0.2507449137714031,0.0481668,0.0446136,0.051603,12.521327439802437,11.14
11.16,7.993888467389749e-34,0.2507364385121632,0.0476666,0.0441148,0.0511102,12.41716504620847,11.16
11.18,8.010808792371183e-34,0.2507307886887283,0.0471737,0.04362,0.0506167,12.314498052509911,11.18
11.2,8.027726320364003e-34,0.2507374810805017,0.0466814,0.0431257,0.0501287,12.212045958967146,11.2
11.22,8.04464106024328e-34,0.250725964293921,0.0461893,0.0426316,0.0496408,12.108214419935392,11.22
11.24,8.061553020869181e-34,0.250724743259811,0.045697,0.0421359,0.0491528,12.00428618555052,11.24
11.26,8.078462211086698e-34,0.2507290712778057,0.0452031,0.041646,0.0486641,11.899654450369587,11.26
11.28,8.095368639725233e-34,0.2507163551148927,0.0447166,0.041159,0.0481759,11.795621035677874,11.28
11.3,8.112272315598883e-34,0.2507185385647489,0.0442306,0.0406725,0.0476927,11.691885136879549,11.3
11.32,8.129173247505456e-34,0.2507203687506001,0.0437448,0.0401861,0.0472097,11.587644779468702,11.32
11.34,8.146071444226204e-34,0.2507078790491637,0.0432588,0.0396976,0.0467267,11.48215503271324,11.34
11.36,8.162966914526275e-34,0.2507122997448744,0.0427724,0.0392179,0.0462429,11.37679774847241,11.36
11.38,8.179859667153589e-34,0.2507114589344053,0.0422928,0.0387395,0.045761,11.272473337246087,11.38
11.4,8.196749710839073e-34,0.2506999344246004,0.0418137,0.0382616,0.0452833,11.167275600564249,11.4
11.42,8.21363705429612e-34,0.2507055775406183,0.041335,0.0377839,0.0448059,11.062421124259314,11.42
11.44,8.230521706220892e-34,0.2507028037931648,0.0408559,0.0373047,0.0443286,10.956556395237865,11.44
11.46,8.24740367529115e-34,0.2506921916436553,0.0403778,0.0368347,0.0438503,10.850092797545772,11.46
11.48,8.264282970167044e-34,0.2506987439597669,0.0399058,0.0363655,0.0433756,10.745486917323596,11.48
11.5,8.281159599490077e-34,0.2506945735988439,0.0394346,0.035897,0.0429041,10.64011370883046,11.5
11.52,8.298033571883359e-34,0.2506847926837108,0.0389637,0.0354286,0.0424331,10.534067780953816,11.52
11.54,8.314904895951409e-34,0.2506914454592219,0.0384923,0.0349602,0.0419621,10.428057172651284,11.54
11.56,8.331773580279166e-34,0.2506869244444647,0.0380235,0.0345001,0.0414898,10.32176513923609,11.56
11.58,8.348639633433374e-34,0.250677229384236,0.03756,0.034041,0.0410232,10.216189165545636,11.58
11.6,8.365503063960445e-34,0.2506840675858827,0.0370972,0.0335827,0.0405587,10.11096641788037,11.6
11.62,8.38236388038763e-34,0.2506799035059183,0.0366349,0.0331243,0.0400947,10.00492367746161,11.62
11.64,8.399222091222725e-34,0.2506698189646542,0.0361718,0.0326675,0.0396308,9.897920795618255,11.64
11.66,8.41607770495303e-34,0.2506763836211012,0.0357133,0.0322181,0.039165,9.792326383272513,11.66
11.68,8.432930730046244e-34,0.2506733080555213,0.035259,0.0317699,0.0387074,9.687001279601983,11.68
11.7,8.44978117494957e-34,0.2506626643267148,0.0348055,0.0313224,0.0382506,9.581107911725706,11.7
11.72,8.466629048089684e-34,0.2506683875384721,0.0343524,0.0308745,0.0377944,9.47545175396367,11.72
11.74,8.483474357872877e-34,0.2506670376808,0.033898,0.0304302,0.0373383,9.368666866830083,11.74
11.76,8.500317112684719e-34,0.2506558719467944,0.0334509,0.0299924,0.0368814,9.263040412138846,11.76
11.78,8.517157320889612e-34,0.2506601661466001,0.0330065,0.0295557,0.0364322,9.158243948734432,11.78
11.8,8.533994990831152e-34,0.2506609962826741,0.032563,0.0291198,0.0359838,9.05307868976858,11.8
11.82,8.550830130831797e-34,0.2506495018518541,0.0321199,0.0286832,0.0355361,8.947095031136287,11.82
11.84,8.567662749192436e-34,0.2506517597088756,0.0316751,0.0282525,0.0350884,8.840643063229834,11.84
11.86,8.584492854192675e-34,0.2506549831775871,0.0312401,0.027827,0.0346412,8.73647307706209,11.86
11.88,8.601320454090715e-34,0.2506437041967359,0.0308063,0.0274026,0.034201,8.631657706357133,11.88
11.9,8.61814555712271e-34,0.2506431497825616,0.0303734,0.0269791,0.0337618,8.526991204988175,11.9
11.92,8.634968171503361e-34,0.2506486428085622,0.0299409,0.0265539,0.0333232,8.422163927520842,11.92
11.94,8.651788911642153e-34,0.2506387467068016,0.0295079,0.0261381,0.0328846,8.316204667644813,11.94
11.96,8.668606582284326e-34,0.2506345257673116,0.0290842,0.0257255,0.0324479,8.212588319169644,11.96
11.98,8.685421788805696e-34,0.2506414811316953,0.0286617,0.0253142,0.0320175,8.109210034123993,11.98
12.0,8.70223453933221e-34,0.2506347117578388,0.0282403,0.0249035,0.0315881,8.005234338439413,12.0
12.02,8.719044841967758e-34,0.2506264640536569,0.0278191,0.0244908,0.0311595,7.900810670528581,12.02
